,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count,tconst,primary_title,start_year,runtime_minutes,G1,G2,G3,id_budg,release_date_budg,production_budget,domestic_gross,worldwide_gross,release_month
Dumb and Dumber To,11074,[35],100042,en,15.964,2014-11-14,5.5,1842,tt2096672,Dumb and Dumber To,2014.0,109.0,Adventure,Comedy,,1,"Nov 14, 2014",40000000,86208010,156553592,11
Dunkirk,20640,"[10752, 28, 18]",374720,en,24.358,2017-07-19,7.4,9156,tt5013056,Dunkirk,2017.0,106.0,Action,Drama,History,69,"Jul 21, 2017",150000000,190068280,499837368,7
Dwegons and Leprechauns,12759,[16],239897,en,0.956,2014-01-24,0.8,2,tt1134666,Dwegons and Leprechauns,2014.0,98.0,Animation,,,14,"Aug 29, 2014",20000000,0,0,1
Dying of the Light,11221,"[53, 18]",297596,en,9.064,2014-12-04,4.6,174,tt1274586,Dying of the Light,2014.0,94.0,Drama,Thriller,,85,"Dec 5, 2014",5000000,0,74639,12
Dylan Dog: Dead of Night,2785,"[28, 35, 27, 9648, 878, 53]",43935,en,7.507999999999999,2011-11-01,4.4,243,tt1013860,Dylan Dog: Dead of Night,2010.0,107.0,Action,Comedy,Crime,90,"Apr 29, 2011",20000000,1186538,6093725,11
Dysfunctional Friends,6371,"[35, 10749]",98557,en,1.392,2012-02-03,5.3,6,tt1653002,Dysfunctional Friends,2012.0,111.0,Comedy,Drama,,31,"Feb 3, 2012",1800000,0,0,2
Early Man,23943,"[10751, 35, 16, 12]",387592,en,16.675,2018-02-16,5.9,338,tt4701724,Early Man,2018.0,89.0,Adventure,Animation,Comedy,98,"Feb 16, 2018",50000000,8267544,45285890,2
Earth to Echo,11388,"[10751, 12, 878]",238603,en,7.189,2014-07-02,5.7,377,tt2183034,Earth to Echo,2014.0,91.0,Adventure,Family,Sci-Fi,62,"Jul 2, 2014",13000000,38934842,42174545,7
Easy A,39,[35],37735,en,14.69,2010-09-17,6.8,4168,tt1282140,Easy A,2010.0,92.0,Comedy,Drama,Romance,67,"Sep 17, 2010",8000000,58401464,76200721,9
Eat Pray Love,136,[18],38167,en,9.991,2010-08-12,6.0,1208,tt0879870,Eat Pray Love,2010.0,133.0,Drama,Romance,,67,"Aug 13, 2010",60000000,80574010,206598789,8
Echo Dr.,9564,"[53, 28, 18, 878]",270554,en,0.907,2013-11-08,4.5,2,tt2343473,Echo Dr.,2013.0,81.0,Action,Drama,Sci-Fi,94,"Jun 10, 2014",100000,0,0,11
Eddie the Eagle,17524,"[35, 18, 36, 12]",319888,en,11.482999999999999,2016-02-26,7.2,1190,tt1083452,Eddie the Eagle,2015.0,106.0,Biography,Comedy,Drama,86,"Feb 26, 2016",23000000,15789389,45060480,2
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt10429158,Eden,2020.0,86.18724706088021,Drama,,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt1734433,Eden,2012.0,98.0,Crime,Drama,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt2063641,Eden,2012.0,101.0,Comedy,Drama,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt2132321,Eden,2016.0,71.0,Drama,,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt3032282,Eden,2014.0,90.0,Drama,Thriller,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt3090634,Eden,2014.0,131.0,Biography,Drama,Music,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt5975878,Eden,2015.0,90.0,Animation,,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt7539088,Eden,2019.0,85.0,Crime,Drama,,66,"Jan 19, 2016",2300000,0,0,3
Eden,5493,[18],96599,en,6.877000000000001,2012-03-11,6.8,100,tt9174880,Eden,2018.0,97.0,Drama,,,66,"Jan 19, 2016",2300000,0,0,3
Edge of Darkness,97,"[80, 18, 9648, 53]",12201,en,11.252,2010-01-29,6.3,794,tt1226273,Edge of Darkness,2010.0,117.0,Crime,Drama,Mystery,8,"Jan 29, 2010",60000000,43313890,82812456,1
Edge of Tomorrow,11051,"[28, 878]",137113,en,19.753,2014-06-06,7.6,8047,tt1631867,Edge of Tomorrow,2014.0,113.0,Action,Sci-Fi,,95,"Jun 6, 2014",178000000,100206256,370541256,6
Eighth Grade,23986,"[35, 18]",489925,en,14.777000000000001,2018-07-13,7.4,519,tt7014006,Eighth Grade,2018.0,93.0,Comedy,Drama,,95,"Jul 13, 2018",2000000,13539710,14341016,7
El Chicano,24691,"[18, 28, 80]",547590,en,5.274,2019-05-03,9.0,1,tt7374952,El Chicano,2018.0,108.0,Drama,,,16,"May 3, 2019",8000000,700261,700261,5
Elektra,23272,[],507037,en,0.6,2017-09-09,8.0,1,tt1920913,Elektra,2010.0,86.18724706088021,Drama,Thriller,,12,"Jan 14, 2005",65000000,24409722,56824633,9
Elsa & Fred,11512,"[35, 10751, 10749, 18]",268171,en,6.2410000000000005,2014-03-07,6.2,48,tt2113659,Elsa & Fred,2014.0,93.0,Comedy,Drama,Romance,24,"Nov 7, 2014",10000000,67657,197901,3
Elysium,7902,"[878, 28, 18, 53]",68724,en,17.663,2013-08-09,6.4,5406,tt1535108,Elysium,2013.0,109.0,Action,Drama,Sci-Fi,92,"Aug 9, 2013",120000000,93050117,286192091,8
Elysium,7902,"[878, 28, 18, 53]",68724,en,17.663,2013-08-09,6.4,5406,tt1783264,Elysium,2010.0,86.18724706088021,Drama,,,92,"Aug 9, 2013",120000000,93050117,286192091,8
Emily,10276,[18],359406,en,0.6,2013-06-21,7.0,1,tt1863224,Emily,2011.0,86.18724706088021,Drama,,,45,"Jan 27, 2017",27000,3547,3547,6
Emily,10276,[18],359406,en,0.6,2013-06-21,7.0,1,tt4393036,Emily,2017.0,83.0,Drama,,,45,"Jan 27, 2017",27000,3547,3547,6
Emily,10276,[18],359406,en,0.6,2013-06-21,7.0,1,tt4883762,Emily,2013.0,26.0,Documentary,,,45,"Jan 27, 2017",27000,3547,3547,6
Emma,13286,[18],319972,en,0.6,2014-11-24,10.0,1,tt3319070,Emma,2016.0,70.0,Thriller,,,97,"Aug 2, 1996",5900000,22231658,37831658,11
Emma,13286,[18],319972,en,0.6,2014-11-24,10.0,1,tt3591580,Emma,2014.0,61.0,Comedy,Drama,Romance,97,"Aug 2, 1996",5900000,22231658,37831658,11
Emma,13286,[18],319972,en,0.6,2014-11-24,10.0,1,tt8110474,Emma,2018.0,77.0,Drama,,,97,"Aug 2, 1996",5900000,22231658,37831658,11
Emma,13286,[18],319972,en,0.6,2014-11-24,10.0,1,tt8800062,Emma,2018.0,119.0,Musical,,,97,"Aug 2, 1996",5900000,22231658,37831658,11
End of Watch,5248,"[80, 18, 53]",77016,en,13.152000000000001,2012-09-21,7.3,1770,tt1855199,End of Watch,2012.0,109.0,Action,Crime,Drama,29,"Sep 21, 2012",15000000,41003371,57586606,9
Ender's Game,7921,"[878, 28, 12]",80274,en,15.533,2013-11-01,6.6,3558,tt1731141,Ender's Game,2013.0,114.0,Action,Adventure,Fantasy,36,"Nov 1, 2013",110000000,61737191,127983283,11
Endless Love,11242,"[18, 10749]",226857,en,8.776,2014-02-14,6.8,990,tt2318092,Endless Love,2014.0,104.0,Drama,Romance,,82,"Feb 14, 2014",20000000,23438250,34718173,2
Enough,26092,"[35, 16]",546674,en,0.7190000000000001,2018-03-22,8.7,3,tt2926198,Enough,2013.0,96.0,Drama,History,,68,"May 24, 2002",38000000,39177215,50970660,3
Enough,26092,"[35, 16]",546674,en,0.7190000000000001,2018-03-22,8.7,3,tt8382238,Enough,2017.0,86.18724706088021,Drama,,,68,"May 24, 2002",38000000,39177215,50970660,3
Enough Said,8081,"[35, 18, 10749]",209263,en,8.722000000000001,2013-09-18,6.7,464,tt2390361,Enough Said,2013.0,93.0,Comedy,Drama,Romance,88,"Sep 18, 2013",8000000,17550872,25621449,9
Enter Nowhere,2840,"[9648, 878, 53]",98568,en,6.899,2011-10-22,6.7,83,tt1631707,Enter Nowhere,2011.0,90.0,Mystery,Sci-Fi,Thriller,73,"Apr 3, 2012",500000,0,0,10
Enter the Dangerous Mind,8716,[53],176077,en,2.645,2013-03-11,4.8,14,tt2229377,Enter the Dangerous Mind,2013.0,88.0,Thriller,,,67,"Feb 6, 2015",3000000,0,0,3
Entourage,14251,[35],188222,en,13.802,2015-06-03,6.2,647,tt1674771,Entourage,2015.0,104.0,Comedy,,,30,"Jun 3, 2015",30000000,32363404,46438538,6
Epic,7941,"[16, 12, 10751, 14]",116711,en,13.995,2013-05-24,6.4,1670,tt0848537,Epic,2013.0,102.0,Adventure,Animation,Family,77,"May 24, 2013",100000000,107518682,262794441,5
Escape Plan,7901,"[28, 53]",107846,en,17.88,2013-10-18,6.7,2799,tt1211956,Escape Plan,2013.0,115.0,Action,Crime,Mystery,37,"Oct 18, 2013",70000000,25135965,103735965,10
Escape from Tomorrow,8348,"[27, 14]",158752,en,5.742999999999999,2013-10-11,4.8,117,tt2187884,Escape from Tomorrow,2013.0,90.0,Drama,Fantasy,Horror,100,"Oct 11, 2013",650000,171962,171962,10
Escobar: Paradise Lost,11075,"[53, 10749]",255343,en,15.924000000000001,2014-10-11,6.3,476,tt2515030,Escobar: Paradise Lost,2014.0,120.0,Crime,Drama,History,12,"Jun 26, 2015",17000000,195792,3917679,10
Everest,14200,"[12, 18]",253412,en,19.9,2015-09-18,6.7,2874,tt2719848,Everest,2015.0,121.0,Action,Adventure,Biography,3,"Sep 18, 2015",65000000,43482270,221297061,9
Everything Must Go,2788,"[35, 18, 10749]",45658,en,7.492999999999999,2011-05-13,6.0,301,tt1531663,Everything Must Go,2010.0,97.0,Comedy,Drama,,50,"May 13, 2011",5000000,2712131,2821010,5
"Everything, Everything",20728,"[18, 10749]",417678,en,13.998,2017-05-19,7.2,2447,tt5001718,"Everything, Everything",2017.0,96.0,Drama,Romance,,70,"May 19, 2017",10000000,34121140,61603136,5
Evil Dead,7956,[27],109428,en,13.089,2013-04-05,6.4,2664,tt1288558,Evil Dead,2013.0,91.0,Fantasy,Horror,Thriller,77,"Apr 5, 2013",17000000,54239856,97778356,4
Evolution,14848,"[9648, 18, 27]",330770,fr,4.208,2015-09-14,6.3,73,tt4291590,Evolution,2015.0,81.0,Drama,Mystery,Sci-Fi,89,"Jun 8, 2001",80000000,38311134,98341932,9
Ex Machina,14208,"[18, 878]",264660,en,18.485,2015-04-10,7.6,8026,tt0470752,Ex Machina,2014.0,108.0,Drama,Mystery,Sci-Fi,72,"Apr 10, 2015",13000000,25440971,38358392,4
Exeter,14678,"[53, 27]",226458,en,5.934,2015-03-26,4.7,121,tt1945044,Exeter,2015.0,91.0,Horror,Mystery,Thriller,49,"Sep 1, 2015",25000,0,489792,3
Exeter,14678,"[53, 27]",226458,en,5.934,2015-03-26,4.7,121,tt2782686,Exeter,2014.0,86.18724706088021,Horror,,,49,"Sep 1, 2015",25000,0,489792,3
Exodus: Gods and Kings,11036,"[12, 18, 28]",147441,en,26.789,2014-12-12,5.7,2909,tt1528100,Exodus: Gods and Kings,2014.0,150.0,Action,Adventure,Drama,16,"Dec 12, 2014",140000000,65014513,268314513,12
Extraordinary Measures,360,[18],27569,en,6.3,2010-01-21,6.3,153,tt1244659,Extraordinary Measures,2010.0,106.0,Drama,,,33,"Jan 22, 2010",31000000,12482741,15826984,1
Eye in the Sky,17558,"[18, 53, 10752]",333352,en,10.219,2016-03-11,7.1,850,tt2057392,Eye in the Sky,2015.0,102.0,Drama,Thriller,War,75,"Mar 11, 2016",13000000,18704596,35402802,3
Fahrenheit 11/9,24172,[99],532908,en,10.003,2018-09-10,7.1,142,tt8632862,Fahrenheit 11/9,2018.0,128.0,Documentary,,,29,"Sep 21, 2018",5000000,6352306,6653715,9
Fair Game,88,"[18, 53]",38363,en,11.624,2010-05-20,6.6,384,tt0977855,Fair Game,2010.0,108.0,Biography,Drama,Thriller,90,"Nov 3, 1995",50000000,11497497,26097497,5
Fair Game,88,"[18, 53]",38363,en,11.624,2010-05-20,6.6,384,tt4893748,Fair Game,2017.0,86.18724706088021,Documentary,,,90,"Nov 3, 1995",50000000,11497497,26097497,5
Faith Connections,10796,"[99, 18]",211086,hi,0.6,2013-11-21,4.2,3,tt2768766,Faith Connections,2013.0,115.0,Biography,Documentary,Drama,27,"Sep 12, 2014",550000,9111,9111,11
Falcon Rising,11177,"[12, 28]",270938,en,10.059,2014-09-05,5.8,126,tt2295722,Falcon Rising,2014.0,103.0,Action,Adventure,,54,"Sep 4, 2014",4500000,11774,11774,9
Fantastic Beasts and Where to Find Them,17388,"[12, 10751, 14]",259316,en,28.563000000000002,2016-11-18,7.4,12152,tt3183660,Fantastic Beasts and Where to Find Them,2016.0,132.0,Adventure,Family,Fantasy,85,"Nov 18, 2016",180000000,234037575,802402853,11
Fantastic Beasts: The Crimes of Grindelwald,23814,[12],338952,en,48.508,2018-11-16,6.9,4870,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018.0,134.0,Adventure,Family,Fantasy,60,"Nov 16, 2018",200000000,159555901,652220086,11
Fantastic Four,14224,"[28, 12, 878]",166424,en,16.36,2015-08-07,4.4,3837,tt1502712,Fantastic Four,2015.0,100.0,Action,Adventure,Drama,98,"Aug 7, 2015",120000000,56117548,167849187,8
Fantastic Four,14224,"[28, 12, 878]",166424,en,16.36,2015-08-07,4.4,3837,tt1502712,Fantastic Four,2015.0,100.0,Action,Adventure,Drama,85,"Jul 8, 2005",87500000,154696080,333132750,8
Fast Five,3424,"[28, 53, 80]",51497,en,2.097,2011-04-28,7.2,4294,tt1596343,Fast Five,2011.0,130.0,Action,Crime,Thriller,67,"Apr 29, 2011",125000000,210031325,630163454,4
Faster,44,"[80, 18, 28, 53]",41283,en,14.172,2010-11-23,6.2,895,tt1433108,Faster,2010.0,98.0,Action,Crime,Drama,53,"Nov 24, 2010",24000000,23240020,35792945,11
"Fat, Sick & Nearly Dead",565,[99],72914,en,3.3560000000000003,2010-04-16,7.2,69,tt1227378,"Fat, Sick & Nearly Dead",2010.0,97.0,Documentary,,,10,"Apr 1, 2011",2600000,0,0,4
Father Figures,20754,[35],354861,en,12.45,2017-12-22,5.8,277,tt1966359,Father Figures,2017.0,113.0,Adventure,Comedy,Drama,56,"Dec 22, 2017",25000000,17501244,21038441,12
Father Figures,20754,[35],354861,en,12.45,2017-12-22,5.8,277,tt2925960,Father Figures,2013.0,58.0,Documentary,,,56,"Dec 22, 2017",25000000,17501244,21038441,12
Father's Day,3167,"[28, 35, 27]",63350,en,3.1860000000000004,2011-06-19,5.9,37,tt10313204,Father's Day,2020.0,86.18724706088021,Action,,,24,"May 9, 1997",85000000,28681080,35681080,6
Father's Day,3167,"[28, 35, 27]",63350,en,3.1860000000000004,2011-06-19,5.9,37,tt1727261,Father's Day,2011.0,99.0,Action,Comedy,Horror,24,"May 9, 1997",85000000,28681080,35681080,6
Father's Day,3167,"[28, 35, 27]",63350,en,3.1860000000000004,2011-06-19,5.9,37,tt9465588,Father's Day,2019.0,86.18724706088021,Animation,,,24,"May 9, 1997",85000000,28681080,35681080,6
Fear Clinic,11560,[27],287524,en,5.861000000000001,2014-10-31,4.2,63,tt2165765,Fear Clinic,2014.0,95.0,Horror,,,19,"Feb 10, 2015",1000000,0,0,10
Feast,11350,"[16, 35, 18, 10751]",293299,en,7.51,2014-11-07,8.0,578,tt4282670,Feast,2014.0,86.18724706088021,Horror,,,60,"Sep 22, 2006",3200000,56131,690872,11
Fences,17490,[18],393457,en,12.753,2016-12-16,6.8,1465,tt2671706,Fences,2016.0,139.0,Drama,,,37,"Dec 16, 2016",24000000,57682904,64282881,12
Fences,17490,[18],393457,en,12.753,2016-12-16,6.8,1465,tt3197696,Fences,2013.0,117.0,Drama,Family,,37,"Dec 16, 2016",24000000,57682904,64282881,12
Ferdinand,20664,"[16, 10751, 12, 35]",364689,en,19.479,2017-12-15,7.1,1425,tt3411444,Ferdinand,2017.0,108.0,Adventure,Animation,Comedy,14,"Dec 15, 2017",111000000,84410380,289847930,12
Fifty Shades Darker,20770,"[18, 10749]",341174,en,12.083,2017-02-10,6.1,4489,tt4465564,Fifty Shades Darker,2017.0,118.0,Drama,Romance,,91,"Feb 10, 2017",55000000,114434010,381398492,2
Fifty Shades Freed,23882,"[18, 10749]",337167,en,22.511999999999997,2018-02-09,6.1,3535,tt4477536,Fifty Shades Freed,2018.0,105.0,Drama,Romance,Thriller,97,"Feb 9, 2018",55000000,100407760,371350619,2
Fifty Shades of Black,17660,"[10749, 35]",351819,en,8.783999999999999,2016-01-29,4.4,677,tt4667094,Fifty Shades of Black,2016.0,92.0,Comedy,,,15,"Jan 29, 2016",5000000,11686940,22113075,1
Fifty Shades of Grey,14191,"[18, 10749, 53]",216015,en,21.229,2015-02-13,5.4,6451,tt2322441,Fifty Shades of Grey,2015.0,125.0,Drama,Romance,Thriller,78,"Feb 13, 2015",40000000,166167230,570998101,2
Fight Valley,18466,"[28, 18]",385383,en,2.199,2016-07-22,3.5,14,tt4280822,Fight Valley,2016.0,90.0,Action,Drama,,15,"Jul 22, 2016",20000000,0,0,7
Fight to the Finish,20379,"[10749, 28]",380733,en,0.6,2016-02-02,5.2,3,tt3152288,Fight to the Finish,2016.0,94.0,Action,Romance,Sport,83,"Dec 31, 2015",500000,0,0,2
Filly Brown,9311,[18],84197,en,1.31,2013-04-19,6.5,10,tt1869425,Filly Brown,2012.0,80.0,Drama,Music,,52,"Apr 19, 2013",1250000,2850357,2940411,4
Final Destination 5,2537,"[27, 9648]",55779,en,13.392000000000001,2011-08-12,6.0,1701,tt1622979,Final Destination 5,2011.0,92.0,Horror,,,49,"Aug 12, 2011",40000000,42587643,155011165,8
Finding Dory,17454,"[12, 16, 35, 10751]",127380,en,15.392999999999999,2016-06-17,7.0,7845,tt2277860,Finding Dory,2016.0,97.0,Adventure,Animation,Comedy,46,"Jun 17, 2016",200000000,486295561,1021215193,6
First Man,23878,"[36, 18]",369972,en,22.958000000000002,2018-10-12,7.1,2304,tt1213641,First Man,2018.0,141.0,Biography,Drama,History,6,"Oct 12, 2018",60000000,44936545,105203825,10
First Man,23878,"[36, 18]",369972,en,22.958000000000002,2018-10-12,7.1,2304,tt7027210,First Man,2017.0,92.0,Documentary,,,6,"Oct 12, 2018",60000000,44936545,105203825,10
First Reformed,24040,[18],458737,en,12.943,2018-05-18,6.9,446,tt6053438,First Reformed,2017.0,113.0,Drama,Mystery,Thriller,11,"May 18, 2018",3500000,3448256,3874772,5
Fist Fight,20874,[35],345922,en,9.808,2017-02-17,6.0,708,tt3401882,Fist Fight,2017.0,91.0,Comedy,,,29,"Feb 17, 2017",25000000,32187017,40286416,2
Flatliners,20871,"[18, 878]",400710,en,9.844,2017-09-29,5.7,1249,tt2039338,Flatliners,2017.0,109.0,Drama,Horror,Mystery,28,"Aug 10, 1990",26000000,61308153,61308153,9
Flatliners,20871,"[18, 878]",400710,en,9.844,2017-09-29,5.7,1249,tt2039338,Flatliners,2017.0,109.0,Drama,Horror,Mystery,11,"Sep 29, 2017",20000000,16883115,45173738,9
Flight,5275,[18],87502,en,11.692,2012-11-02,6.7,3582,tt1907668,Flight,2012.0,138.0,Drama,Thriller,,23,"Nov 2, 2012",31000000,93772375,160558438,11
Flipped,145,"[10749, 18]",43949,en,9.781,2010-08-06,7.4,859,tt0817177,Flipped,2010.0,90.0,Comedy,Drama,Romance,22,"Aug 6, 2010",14000000,1755212,4289993,8
Flipped,145,"[10749, 18]",43949,en,9.781,2010-08-06,7.4,859,tt2388050,Flipped,2015.0,90.0,Drama,Thriller,,22,"Aug 6, 2010",14000000,1755212,4289993,8
Florence Foster Jenkins,17682,"[35, 18]",315664,en,8.453,2016-08-12,6.7,849,tt4136084,Florence Foster Jenkins,2016.0,111.0,Biography,Comedy,Drama,22,"Aug 12, 2016",29000000,27383770,56000339,8
Focus,14299,"[10749, 35, 80, 18]",256591,en,10.704,2015-02-27,6.8,4173,tt2381941,Focus,2015.0,105.0,Comedy,Crime,Drama,99,"Feb 27, 2015",65000000,53862963,168065700,2
Focus,14299,"[10749, 35, 80, 18]",256591,en,10.704,2015-02-27,6.8,4173,tt2949588,Focus,2014.0,87.0,Comedy,,,99,"Feb 27, 2015",65000000,53862963,168065700,2
Foodfight!,8456,"[16, 28, 35, 10751]",116977,en,4.705,2013-05-07,2.1,46,tt0249516,Foodfight!,2012.0,91.0,Action,Animation,Comedy,26,"Dec 31, 2012",45000000,0,73706,5
Footloose,2619,"[18, 10402, 10749]",68817,en,10.269,2011-10-14,6.6,929,tt1068242,Footloose,2011.0,113.0,Comedy,Drama,Music,39,"Oct 14, 2011",24000000,51802742,62989834,10
Footloose,2619,"[18, 10402, 10749]",68817,en,10.269,2011-10-14,6.6,929,tt1068242,Footloose,2011.0,113.0,Comedy,Drama,Music,61,"Feb 17, 1984",8200000,80000000,80000000,10
For Colored Girls,635,[18],44944,en,2.858,2010-11-05,6.8,33,tt1405500,For Colored Girls,2010.0,133.0,Drama,,,67,"Nov 5, 2010",21000000,37729698,38017873,11
For Greater Glory: The True Story of Cristiada,5687,"[36, 18]",96399,en,4.519,2012-06-01,6.6,63,tt1566501,For Greater Glory: The True Story of Cristiada,2012.0,145.0,Drama,History,War,14,"Jun 1, 2012",12000000,5669081,10026255,6
Foreign Letters,7550,[],176069,en,0.6,2012-04-22,5.3,3,tt1492841,Foreign Letters,2012.0,99.0,Comedy,Drama,,33,"Mar 31, 2012",40000,0,0,4
Forever My Girl,23962,"[10749, 18, 10402]",417261,en,15.953,2018-01-26,7.4,406,tt4103724,Forever My Girl,2018.0,108.0,Drama,Music,Romance,98,"Jan 19, 2018",3500000,16376066,16376066,1
Forsaken,17611,"[18, 37]",354110,en,9.472000000000001,2016-02-19,5.9,161,tt2271563,Forsaken,2015.0,90.0,Action,Drama,Western,54,"Feb 19, 2016",18000000,0,0,2
Forsaken,17611,"[18, 37]",354110,en,9.472000000000001,2016-02-19,5.9,161,tt4772722,Forsaken,2017.0,86.18724706088021,Adventure,,,54,"Feb 19, 2016",18000000,0,0,2
Forsaken,17611,"[18, 37]",354110,en,9.472000000000001,2016-02-19,5.9,161,tt4798436,Forsaken,2015.0,80.0,Drama,,,54,"Feb 19, 2016",18000000,0,0,2
Forsaken,17611,"[18, 37]",354110,en,9.472000000000001,2016-02-19,5.9,161,tt5127300,Forsaken,2016.0,89.0,Horror,,,54,"Feb 19, 2016",18000000,0,0,2
Forsaken,17611,"[18, 37]",354110,en,9.472000000000001,2016-02-19,5.9,161,tt5811154,Forsaken,2017.0,86.0,Thriller,,,54,"Feb 19, 2016",18000000,0,0,2
Forsaken,17611,"[18, 37]",354110,en,9.472000000000001,2016-02-19,5.9,161,tt7136810,Forsaken,2017.0,86.18724706088021,Fantasy,,,54,"Feb 19, 2016",18000000,0,0,2
Fort McCoy,13051,"[10752, 18, 36]",281230,en,0.669,2014-01-01,6.3,2,tt1282046,Fort McCoy,2011.0,100.0,Drama,History,War,49,"Aug 15, 2014",3000000,78948,78948,1
Four Lions,138,"[35, 80, 18]",37495,en,9.968,2010-11-05,7.0,621,tt1341167,Four Lions,2010.0,97.0,Comedy,Crime,Drama,79,"Nov 5, 2010",3750000,310007,2436111,11
Frances Ha,5327,"[35, 18]",121986,en,9.42,2013-05-17,7.4,624,tt2347569,Frances Ha,2012.0,86.0,Comedy,Drama,Romance,14,"May 17, 2013",3000000,4067398,11262769,5
Frankenstein,14871,"[27, 53]",337029,en,3.989,2015-08-15,5.8,51,tt2286560,Frankenstein,2011.0,82.0,Drama,Horror,,3,"Nov 4, 1994",45000000,22006296,112006296,8
Frankenstein,14871,"[27, 53]",337029,en,3.989,2015-08-15,5.8,51,tt4086032,Frankenstein,2015.0,89.0,Horror,Sci-Fi,Thriller,3,"Nov 4, 1994",45000000,22006296,112006296,8
Frankenweenie,5230,"[16, 35, 10751]",62214,en,14.627,2012-10-05,6.8,1685,tt1142977,Frankenweenie,2012.0,87.0,Animation,Comedy,Family,48,"Oct 5, 2012",39000000,35287788,81150788,10
Freakonomics,401,[99],43942,en,5.705,2010-10-01,6.6,57,tt1152822,Freakonomics,2010.0,93.0,Documentary,,,80,"Oct 1, 2010",2900000,101270,172867,10
Freaks of Nature,14352,"[878, 35, 27]",218784,en,9.31,2015-10-30,5.8,231,tt1817771,Freaks of Nature,2015.0,92.0,Comedy,Horror,Sci-Fi,83,"Oct 30, 2015",33000000,70958,70958,10
Freaky Deaky,5691,[35],168027,en,4.476,2012-04-22,5.1,28,tt0938305,Freaky Deaky,2012.0,90.0,Comedy,Crime,Thriller,94,"Dec 31, 2011",6000000,0,0,4
Free Birds,7994,"[16, 35, 10751]",175574,en,11.062000000000001,2013-11-01,5.8,410,tt1621039,Free Birds,2013.0,91.0,Adventure,Animation,Comedy,16,"Nov 1, 2013",55000000,55750480,110387072,11
Free Fire,20768,"[28, 80, 9648]",334521,en,12.116,2017-04-21,6.3,540,tt4158096,Free Fire,2016.0,91.0,Action,Comedy,Crime,83,"Apr 21, 2017",10000000,1799322,3793739,4
Free State of Jones,17670,"[28, 18, 36, 10752]",316152,en,8.574,2016-06-24,6.6,787,tt1124037,Free State of Jones,2016.0,139.0,Action,Biography,Drama,81,"Jun 24, 2016",50000000,20810036,23237252,6
Freeheld,14506,"[10749, 18]",306745,en,7.313,2015-10-02,7.3,360,tt1658801,Freeheld,2015.0,103.0,Biography,Drama,Romance,51,"Oct 2, 2015",7000000,546201,1732228,10
Frenzy,25078,"[27, 53, 10770]",542787,en,2.9619999999999997,2018-08-15,3.9,9,tt4236994,Frenzy,2015.0,90.0,Thriller,,,2,"Jun 21, 1972",3500000,12600000,12600000,8
Frequency,5352,"[80, 18, 878, 53]",10559,en,8.833,2000-04-28,7.1,791,tt2524348,Frequency,2012.0,86.18724706088021,Sci-Fi,,,31,"Apr 28, 2000",31000000,44983704,68079671,4
Frequency,5352,"[80, 18, 878, 53]",10559,en,8.833,2000-04-28,7.1,791,tt3971092,Frequency,2014.0,86.18724706088021,Sci-Fi,,,31,"Apr 28, 2000",31000000,44983704,68079671,4
Friend Request,8883,[53],378029,en,2.1069999999999998,2013-05-05,5.5,43,tt2277308,Friend Request,2013.0,91.0,Thriller,,,48,"Sep 22, 2017",9900000,3759078,11310835,5
Friend Request,8883,[53],378029,en,2.1069999999999998,2013-05-05,5.5,43,tt3352390,Friend Request,2016.0,92.0,Horror,Thriller,,48,"Sep 22, 2017",9900000,3759078,11310835,5
Friend Request,8883,[53],378029,en,2.1069999999999998,2013-05-05,5.5,43,tt4859526,Friend Request,2015.0,106.0,Horror,,,48,"Sep 22, 2017",9900000,3759078,11310835,5
Friend Request,17630,"[27, 53]",368031,en,9.149,2016-12-09,5.5,777,tt2979432,Unfriend,2014.0,93.0,Crime,Drama,Romance,48,"Sep 22, 2017",9900000,3759078,11310835,12
