,Unnamed: 0,genre_ids,id,original_language,popularity,release_date,vote_average,vote_count,tconst,primary_title,start_year,runtime_minutes,G1,G2,G3,id_budg,release_date_budg,production_budget,domestic_gross,worldwide_gross,release_month
Kevin Hart: Laugh at My Pain,2858,"[35, 99]",74510,en,6.558,2011-09-09,7.4,76,tt1999192,Kevin Hart: Laugh at My Pain,2011.0,89.0,Comedy,Documentary,,75,"Sep 9, 2011",750000,7706436,7712436,9
Kevin Hart: Let Me Explain,8089,"[35, 99]",181330,en,8.476,2013-07-03,6.9,142,tt2609912,Kevin Hart: Let Me Explain,2013.0,75.0,Comedy,Documentary,,14,"Jul 3, 2013",2500000,32244051,32327255,7
Kevin Hart: What Now?,17737,[35],339927,en,7.7860000000000005,2016-10-14,6.5,159,tt4669186,Kevin Hart: What Now?,2016.0,96.0,Comedy,Documentary,,97,"Oct 14, 2016",10000000,23591043,23591043,10
Khiladi 786,6157,"[28, 35]",147767,en,1.824,2012-12-07,4.7,16,tt2166214,Khiladi 786,2012.0,141.0,Action,Comedy,,12,"Dec 7, 2012",5600000,385422,14683763,12
Khumba,8032,"[16, 12, 10751]",172391,en,9.597000000000001,2013-12-07,5.6,129,tt1487931,Khumba,2013.0,85.0,Adventure,Animation,Family,54,"Dec 6, 2013",15000000,0,20898221,12
Kick-Ass,61,"[28, 80]",23483,en,13.08,2010-04-16,7.1,7540,tt1250777,Kick-Ass,2010.0,117.0,Action,Comedy,,54,"Apr 16, 2010",28000000,48071303,97531134,4
Kick-Ass 2,7932,"[28, 12, 80]",59859,en,14.793,2013-08-16,6.4,3785,tt1650554,Kick-Ass 2,2013.0,103.0,Action,Comedy,Crime,65,"Aug 16, 2013",28000000,28795985,63129909,8
Kicks,18143,[12],385736,en,4.002,2016-09-09,6.6,50,tt4254584,Kicks,2016.0,80.0,Adventure,Drama,,13,"Sep 9, 2016",10000000,150191,150191,9
Kidnap,20812,"[18, 53]",293768,en,10.959000000000001,2017-08-04,6.0,805,tt10300662,Kidnap,2019.0,86.18724706088021,Drama,,,69,"Aug 4, 2017",21000000,30718107,34836080,8
Kidnap,20812,"[18, 53]",293768,en,10.959000000000001,2017-08-04,6.0,805,tt1458169,Kidnap,2017.0,95.0,Crime,Drama,Thriller,69,"Aug 4, 2017",21000000,30718107,34836080,8
Kidnap,20812,"[18, 53]",293768,en,10.959000000000001,2017-08-04,6.0,805,tt3980966,Kidnap,2014.0,86.18724706088021,Drama,,,69,"Aug 4, 2017",21000000,30718107,34836080,8
Kidnap,20812,"[18, 53]",293768,en,10.959000000000001,2017-08-04,6.0,805,tt9603698,Kidnap,2012.0,50.0,Horror,Thriller,,69,"Aug 4, 2017",21000000,30718107,34836080,8
Kids,4098,[99],256858,de,0.84,2011-11-12,10.0,1,tt1988678,Kinder,2011.0,65.0,Documentary,,,71,"Jul 21, 1995",1500000,7412216,20412216,11
Kids,4098,[99],256858,de,0.84,2011-11-12,10.0,1,tt9646974,Kinder,2019.0,77.0,Documentary,,,71,"Jul 21, 1995",1500000,7412216,20412216,11
Kill List,5478,"[27, 53, 80]",74725,en,7.0360000000000005,2012-01-04,6.1,332,tt1788391,Kill List,2011.0,95.0,Crime,Drama,Horror,70,"Feb 3, 2012",800000,29063,462206,1
Kill the Irishman,2822,"[28, 80, 53, 18]",51209,en,7.13,2011-03-11,6.9,274,tt1416801,Kill the Irishman,2011.0,106.0,Biography,Crime,Drama,32,"Mar 11, 2011",12000000,1188194,1188194,3
Kill the Irishman,2822,"[28, 80, 53, 18]",51209,en,7.13,2011-03-11,6.9,274,tt6869532,Kill the Irishman,2017.0,86.18724706088021,Crime,,,32,"Mar 11, 2011",12000000,1188194,1188194,3
Kill the Messenger,11176,"[53, 80, 18, 9648]",245916,en,10.062000000000001,2014-10-10,6.6,507,tt1216491,Kill the Messenger,2014.0,112.0,Biography,Crime,Drama,51,"Oct 10, 2014",5000000,2450846,6656705,10
Killer Elite,2509,"[28, 12, 53]",49021,en,15.135,2011-09-23,6.2,1093,tt1448755,Killer Elite,2011.0,116.0,Action,Crime,Thriller,38,"Sep 23, 2011",70000000,25124986,65409046,9
Killer Joe,5240,"[80, 18, 53]",73567,en,13.742,2012-07-27,6.5,703,tt1726669,Killer Joe,2011.0,102.0,Crime,Drama,Thriller,90,"Jul 27, 2012",10000000,1291645,4659110,7
Killers,123,"[28, 35, 53, 10749]",37821,en,10.221,2010-06-04,5.8,1314,tt1103153,Killers,2010.0,100.0,Action,Comedy,Romance,54,"Jun 4, 2010",75000000,47059963,95572749,6
Killers,123,"[28, 35, 53, 10749]",37821,en,10.221,2010-06-04,5.8,1314,tt2409300,Killers,2014.0,137.0,Action,Crime,Drama,54,"Jun 4, 2010",75000000,47059963,95572749,6
Killing Them Softly,5281,"[80, 53]",64689,en,11.298,2012-11-30,6.0,1105,tt1764234,Killing Them Softly,2012.0,97.0,Crime,Thriller,,82,"Nov 30, 2012",15000000,14945541,39238443,11
Kin,23871,"[878, 28]",425505,en,23.805,2018-08-31,6.2,289,tt2233624,Kin,2012.0,45.0,Drama,Music,,88,"Aug 31, 2018",30000000,5718096,10096821,8
Kin,23871,"[878, 28]",425505,en,23.805,2018-08-31,6.2,289,tt6017942,Kin,2018.0,102.0,Action,Drama,Sci-Fi,88,"Aug 31, 2018",30000000,5718096,10096821,8
King Arthur: Legend of the Sword,20650,"[28, 18, 14]",274857,en,21.793000000000003,2017-05-12,6.5,3305,tt1972591,King Arthur: Legend of the Sword,2017.0,126.0,Action,Adventure,Drama,11,"May 12, 2017",175000000,39175066,139630336,5
Kingdom Come,3831,[35],136558,en,1.244,2011-01-01,8.0,1,tt10121212,Kingdom Come,2015.0,126.0,Documentary,,,6,"Apr 11, 2001",7000000,23247539,23393939,1
Kingdom Come,3831,[35],136558,en,1.244,2011-01-01,8.0,1,tt2043893,Kingdom Come,2011.0,87.0,Documentary,Drama,,6,"Apr 11, 2001",7000000,23247539,23393939,1
Kingdom Come,3831,[35],136558,en,1.244,2011-01-01,8.0,1,tt2701772,Kingdom Come,2014.0,97.0,Horror,,,6,"Apr 11, 2001",7000000,23247539,23393939,1
Kingdom Come,3831,[35],136558,en,1.244,2011-01-01,8.0,1,tt3151724,Kingdom Come,2013.0,75.0,Drama,Thriller,,6,"Apr 11, 2001",7000000,23247539,23393939,1
Kingdom Come,3831,[35],136558,en,1.244,2011-01-01,8.0,1,tt8454260,Kingdom Come,2017.0,86.18724706088021,Documentary,History,Mystery,6,"Apr 11, 2001",7000000,23247539,23393939,1
Kingsman: The Golden Circle,20641,"[28, 12, 35]",343668,en,24.337,2017-09-22,7.0,5531,tt4649466,Kingsman: The Golden Circle,2017.0,141.0,Action,Adventure,Comedy,54,"Sep 22, 2017",104000000,100234838,408803696,9
Kingsman: The Secret Service,11037,"[80, 35, 28, 12]",207703,en,26.103,2015-02-13,7.6,10287,tt2802144,Kingsman: The Secret Service,2014.0,129.0,Action,Adventure,Comedy,29,"Feb 13, 2015",94000000,128261724,404561724,2
Kites,378,"[18, 28, 10749]",37737,hi,6.058,2010-05-21,5.8,67,tt1198101,Kites,2010.0,123.0,Action,Drama,Romance,66,"May 21, 2010",9200000,1685269,17155193,5
Knight and Day,21,"[28, 35]",37834,en,17.713,2010-06-23,6.0,2494,tt1013743,Knight and Day,2010.0,109.0,Action,Adventure,Comedy,2,"Jun 23, 2010",117000000,76423035,258751370,6
Knock Knock,14213,"[18, 53]",263472,en,17.867,2015-10-09,5.0,1490,tt3605418,Knock Knock,2015.0,99.0,Drama,Thriller,,62,"Oct 9, 2015",2000000,36336,6328516,10
Knock Knock,14213,"[18, 53]",263472,en,17.867,2015-10-09,5.0,1490,tt6096414,Knock Knock,2017.0,55.0,Horror,,,62,"Oct 9, 2015",2000000,36336,6328516,10
Kong: Skull Island,20629,"[28, 12, 14]",293167,en,29.388,2017-03-10,6.3,6054,tt3731562,Kong: Skull Island,2017.0,118.0,Action,Adventure,Fantasy,78,"Mar 10, 2017",185000000,168052812,561072059,3
Krampus,14346,"[27, 35, 14]",287903,en,9.417,2015-12-04,6.0,1046,tt3850590,Krampus,2015.0,98.0,Comedy,Fantasy,Horror,28,"Dec 4, 2015",15000000,42725475,61788393,12
Krisha,13354,[18],259043,en,0.6,2014-03-07,9.0,1,tt4266638,Krisha,2015.0,83.0,Drama,,,38,"Mar 18, 2016",30000,144822,144822,3
Kubo and the Two Strings,17472,"[16, 12, 10751]",313297,en,13.847000000000001,2016-08-19,7.7,2029,tt4302938,Kubo and the Two Strings,2016.0,101.0,Action,Adventure,Animation,22,"Aug 19, 2016",55000000,48023088,77548122,8
Kung Fu Panda 2,2489,"[16, 10751]",49444,en,17.363,2011-05-25,6.7,3628,tt1302011,Kung Fu Panda 2,2011.0,90.0,Action,Adventure,Animation,74,"May 26, 2011",150000000,165249063,664837547,5
Kung Fu Panda 3,17444,"[28, 12, 16, 35, 10751]",140300,en,16.248,2016-01-29,6.7,2944,tt2267968,Kung Fu Panda 3,2016.0,95.0,Action,Adventure,Animation,11,"Jan 29, 2016",140000000,143528619,517599142,1
L!fe Happens,2967,[35],91070,en,5.334,2011-06-18,5.3,91,tt1726589,L!fe Happens,2011.0,100.0,Comedy,,,34,"Apr 13, 2012",930000,30905,30905,6
LBJ,21202,[18],353575,en,6.303999999999999,2017-11-03,6.6,65,tt4778988,LBJ,2016.0,98.0,Biography,Drama,History,82,"Nov 3, 2017",20000000,2468683,2507181,11
LOL,5264,"[18, 35, 10749]",80271,en,12.43,2012-05-04,6.1,1810,tt1592873,LOL,2012.0,97.0,Comedy,Drama,Romance,14,"May 4, 2012",11000000,0,10431506,5
La La Land,17443,"[35, 18, 10749]",313369,en,16.275,2016-12-09,7.9,10028,tt3783958,La La Land,2016.0,128.0,Comedy,Drama,Music,92,"Dec 9, 2016",20000000,151101803,426351163,12
Labor Day,8050,[18],130150,en,9.258,2013-12-27,6.9,546,tt1967545,Labor Day,2013.0,111.0,Drama,Romance,,19,"Jan 31, 2014",18000000,13371528,14189810,12
Lady Bird,20690,"[35, 18]",391713,en,15.974,2017-11-03,7.3,3866,tt4925292,Lady Bird,2017.0,94.0,Comedy,Drama,,53,"Nov 3, 2017",10000000,48958273,78610769,11
Larry Crowne,2812,"[35, 10749, 18]",59861,en,7.261,2011-06-30,5.8,676,tt1583420,Larry Crowne,2011.0,98.0,Comedy,Drama,Romance,25,"Jul 1, 2011",30000000,35608245,61449135,6
Last Man Standing,3330,"[28, 53]",86709,en,2.394,2011-06-07,4.4,11,tt1736017,Last Man Standing,2010.0,85.0,Biography,Crime,Documentary,66,"Sep 20, 1996",67000000,18115927,18115927,6
Last Man Standing,3330,"[28, 53]",86709,en,2.394,2011-06-07,4.4,11,tt4722990,Last Man Standing,2015.0,86.18724706088021,Comedy,,,66,"Sep 20, 1996",67000000,18115927,18115927,6
Last Vegas,8260,[35],137093,en,6.5329999999999995,2013-11-01,6.4,1211,tt1204975,Last Vegas,2013.0,105.0,Comedy,Drama,,46,"Jan 28, 2013",28000000,63914167,112914167,11
Lawless,5268,"[80, 18]",82633,en,12.147,2012-08-29,7.0,1660,tt1212450,Lawless,2012.0,116.0,Crime,Drama,,38,"Aug 29, 2012",26000000,37397291,54393687,8
Lawless,5268,"[80, 18]",82633,en,12.147,2012-08-29,7.0,1660,tt8781832,Lawless,2018.0,90.0,Action,Adventure,Documentary,38,"Aug 29, 2012",26000000,37397291,54393687,8
Le Havre,2916,"[18, 35]",73532,fr,5.973,2011-10-21,6.9,169,tt1508675,Le Havre,2011.0,93.0,Comedy,Drama,,29,"Oct 21, 2011",5500000,611709,13480196,10
Lean on Pete,20908,"[18, 12]",407890,en,9.307,2018-04-06,6.9,133,tt5340300,Lean on Pete,2017.0,121.0,Adventure,Drama,,13,"Apr 6, 2018",8000000,1163056,2455027,4
Leap Year,85,"[10749, 35]",25195,en,11.821,2010-01-08,6.7,990,tt1216492,Leap Year,2010.0,100.0,Comedy,Romance,,40,"Jan 8, 2010",19000000,25918920,32618920,1
Leap Year,3286,"[18, 35, 10749]",63555,es,2.563,2011-06-24,5.6,30,tt1537401,Leap Year,2010.0,94.0,Drama,Romance,,40,"Jan 8, 2010",19000000,25918920,32618920,6
Left Behind,11094,"[53, 28, 878]",218043,en,13.897,2014-10-03,4.0,713,tt2243377,Left Behind,2012.0,86.0,Horror,Mystery,Thriller,63,"Feb 2, 2001",18500000,4221341,4221341,10
Left Behind,11094,"[53, 28, 878]",218043,en,13.897,2014-10-03,4.0,713,tt2243377,Left Behind,2012.0,86.0,Horror,Mystery,Thriller,57,"Oct 3, 2014",16000000,14019924,20769209,10
Left Behind,11094,"[53, 28, 878]",218043,en,13.897,2014-10-03,4.0,713,tt2467046,Left Behind,2014.0,110.0,Action,Drama,Fantasy,63,"Feb 2, 2001",18500000,4221341,4221341,10
Left Behind,11094,"[53, 28, 878]",218043,en,13.897,2014-10-03,4.0,713,tt2467046,Left Behind,2014.0,110.0,Action,Drama,Fantasy,57,"Oct 3, 2014",16000000,14019924,20769209,10
Left Behind,11094,"[53, 28, 878]",218043,en,13.897,2014-10-03,4.0,713,tt5970386,Left Behind,2016.0,24.0,Documentary,Drama,,63,"Feb 2, 2001",18500000,4221341,4221341,10
Left Behind,11094,"[53, 28, 878]",218043,en,13.897,2014-10-03,4.0,713,tt5970386,Left Behind,2016.0,24.0,Documentary,Drama,,57,"Oct 3, 2014",16000000,14019924,20769209,10
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt2577542,Legend,2013.0,134.0,Horror,,,63,"Apr 18, 1986",25000000,15502112,23506237,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt2577542,Legend,2013.0,134.0,Horror,,,10,"Nov 20, 2015",25000000,1872994,42425450,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3381068,Gnome Alone,2015.0,94.0,Horror,,,63,"Apr 18, 1986",25000000,15502112,23506237,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3381068,Gnome Alone,2015.0,94.0,Horror,,,10,"Nov 20, 2015",25000000,1872994,42425450,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3409352,Legend,2012.0,34.0,Biography,Documentary,,63,"Apr 18, 1986",25000000,15502112,23506237,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3409352,Legend,2012.0,34.0,Biography,Documentary,,10,"Nov 20, 2015",25000000,1872994,42425450,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3555036,Legend,2014.0,168.0,Action,Drama,,63,"Apr 18, 1986",25000000,15502112,23506237,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3555036,Legend,2014.0,168.0,Action,Drama,,10,"Nov 20, 2015",25000000,1872994,42425450,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3569230,Legend,2015.0,132.0,Biography,Crime,Drama,63,"Apr 18, 1986",25000000,15502112,23506237,4
Legend,2607,"[12, 14]",11976,en,10.542,1986-04-18,6.2,509,tt3569230,Legend,2015.0,132.0,Biography,Crime,Drama,10,"Nov 20, 2015",25000000,1872994,42425450,4
Legend of the Guardians: The Owls of Ga'Hoole,106,"[16, 12, 10751, 14]",41216,en,10.754000000000001,2010-09-24,6.6,1223,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010.0,97.0,Action,Adventure,Animation,90,"Sep 24, 2010",100000000,55675313,139716717,9
Legion,83,[27],22894,en,12.032,2010-01-22,5.3,1154,tt1038686,Legion,2010.0,100.0,Action,Fantasy,Horror,37,"Jan 22, 2010",26000000,40168080,67647574,1
Let Me In,146,"[18, 27, 9648]",41402,en,9.716000000000001,2010-10-01,6.7,1061,tt1228987,Let Me In,2010.0,116.0,Drama,Fantasy,Horror,38,"Oct 1, 2010",20000000,12134935,28270399,10
Let Me In,146,"[18, 27, 9648]",41402,en,9.716000000000001,2010-10-01,6.7,1061,tt7122852,Let Me In,2017.0,74.0,Horror,,,38,"Oct 1, 2010",20000000,12134935,28270399,10
Let There Be Light,21871,[18],480881,en,2.01,2017-10-27,6.2,23,tt2774034,Let There Be Light,2012.0,97.0,Documentary,,,3,"Oct 27, 2017",3000000,7233471,7241309,10
Let There Be Light,21871,[18],480881,en,2.01,2017-10-27,6.2,23,tt3386948,Let There Be Light,2013.0,52.0,Biography,Documentary,Drama,3,"Oct 27, 2017",3000000,7233471,7241309,10
Let There Be Light,21871,[18],480881,en,2.01,2017-10-27,6.2,23,tt5804314,Let There Be Light,2017.0,100.0,Drama,,,3,"Oct 27, 2017",3000000,7233471,7241309,10
Let There Be Light,21871,[18],480881,en,2.01,2017-10-27,6.2,23,tt6184774,Let There Be Light,2017.0,80.0,Documentary,,,3,"Oct 27, 2017",3000000,7233471,7241309,10
Let There Be Light,21871,[18],480881,en,2.01,2017-10-27,6.2,23,tt7689186,Let There Be Light,2019.0,93.0,Drama,,,3,"Oct 27, 2017",3000000,7233471,7241309,10
Let's Kill Ward's Wife,11392,[35],300706,en,7.157,2014-12-23,5.6,96,tt2980708,Let's Kill Ward's Wife,2014.0,82.0,Comedy,Crime,,93,"Jan 9, 2015",5000000,0,0,12
Letters to God,487,"[18, 10751]",35691,en,4.242,2010-04-09,6.9,71,tt1462054,Letters to God,2010.0,110.0,Drama,Family,,25,"Apr 9, 2010",3000000,2848587,3237452,4
Letters to Juliet,162,"[35, 18, 10749]",37056,en,9.394,2010-05-14,6.9,1706,tt0892318,Letters to Juliet,2010.0,105.0,Adventure,Comedy,Drama,89,"May 14, 2010",30000000,53032453,82148538,5
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt1869538,Life,2010.0,75.0,Documentary,,,51,"Apr 16, 1999",75000000,64062587,73521587,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt1869538,Life,2010.0,75.0,Documentary,,,66,"Mar 24, 2017",58000000,30234022,100929666,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt2948840,Life,2015.0,111.0,Biography,Drama,,51,"Apr 16, 1999",75000000,64062587,73521587,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt2948840,Life,2015.0,111.0,Biography,Drama,,66,"Mar 24, 2017",58000000,30234022,100929666,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt4105212,Life,2014.0,90.0,Drama,,,51,"Apr 16, 1999",75000000,64062587,73521587,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt4105212,Life,2014.0,90.0,Drama,,,66,"Mar 24, 2017",58000000,30234022,100929666,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt5442430,Life,2017.0,104.0,Horror,Sci-Fi,Thriller,51,"Apr 16, 1999",75000000,64062587,73521587,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt5442430,Life,2017.0,104.0,Horror,Sci-Fi,Thriller,66,"Mar 24, 2017",58000000,30234022,100929666,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt6080038,Life,2018.0,119.0,Comedy,,,51,"Apr 16, 1999",75000000,64062587,73521587,12
Life,14616,[18],300153,en,6.425,2015-12-04,6.1,210,tt6080038,Life,2018.0,119.0,Comedy,,,66,"Mar 24, 2017",58000000,30234022,100929666,12
Life of Pi,5223,"[12, 18, 28]",87827,en,15.0,2012-11-21,7.3,8723,tt0454876,Life of Pi,2012.0,127.0,Adventure,Drama,Fantasy,88,"Nov 21, 2012",120000000,124987022,620912003,11
Life of the Party,24014,[35],399796,en,13.696,2018-05-11,6.2,435,tt1826727,Life of the Party,2017.0,84.0,Comedy,Drama,,88,"May 11, 2018",30000000,53059911,65759911,5
Life of the Party,24014,[35],399796,en,13.696,2018-05-11,6.2,435,tt3156890,Life of the Party,2013.0,86.18724706088021,Comedy,,,88,"May 11, 2018",30000000,53059911,65759911,5
Life of the Party,24014,[35],399796,en,13.696,2018-05-11,6.2,435,tt5619332,Life of the Party,2018.0,105.0,Comedy,,,88,"May 11, 2018",30000000,53059911,65759911,5
Life of the Party,24014,[35],399796,en,13.696,2018-05-11,6.2,435,tt6897484,Life of the Party,2017.0,115.0,Drama,,,88,"May 11, 2018",30000000,53059911,65759911,5
Lights Out,17495,"[53, 9648, 27]",345911,en,12.408,2016-07-22,6.3,2220,tt1085448,Lights Out,2010.0,86.18724706088021,Drama,,,55,"Jul 22, 2016",5000000,67268835,148806510,7
Lights Out,17495,"[53, 9648, 27]",345911,en,12.408,2016-07-22,6.3,2220,tt2611518,Lights Out,2013.0,86.18724706088021,Drama,,,55,"Jul 22, 2016",5000000,67268835,148806510,7
Lights Out,17495,"[53, 9648, 27]",345911,en,12.408,2016-07-22,6.3,2220,tt4786282,Lights Out,2016.0,81.0,Drama,Horror,Mystery,55,"Jul 22, 2016",5000000,67268835,148806510,7
Lights Out,17495,"[53, 9648, 27]",345911,en,12.408,2016-07-22,6.3,2220,tt5328340,Lights Out,2016.0,90.0,Documentary,,,55,"Jul 22, 2016",5000000,67268835,148806510,7
Like Crazy,2629,"[18, 10749]",60420,en,10.091000000000001,2011-10-28,6.5,638,tt1758692,Like Crazy,2011.0,86.0,Drama,Romance,,74,"Oct 28, 2011",250000,3395391,3728400,10
Like Crazy,2629,"[18, 10749]",60420,en,10.091000000000001,2011-10-28,6.5,638,tt8681390,Like Crazy,2018.0,86.18724706088021,Drama,,,74,"Oct 28, 2011",250000,3395391,3728400,10
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt10428118,Limbo,2019.0,89.0,Drama,Thriller,,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt1523326,Limbo,2010.0,105.0,Drama,,,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt2464946,Limbo,2012.0,20.0,Biography,Documentary,,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt2945892,Children of the Night,2014.0,105.0,Horror,,,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt3967248,Limbo,2014.0,80.0,Drama,,,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt5287022,Limbo,2014.0,86.18724706088021,Documentary,,,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limbo,16748,[35],352984,en,0.6,2015-04-12,7.7,3,tt7935392,Limbo,2019.0,90.0,Comedy,Drama,Horror,55,"Jun 4, 1999",8300000,2160710,2598224,4
Limitless,2479,"[53, 9648, 878]",51876,en,19.453,2011-03-08,7.1,6295,tt1219289,Limitless,2011.0,105.0,Mystery,Sci-Fi,Thriller,91,"Mar 18, 2011",27000000,79249455,155564919,3
Limitless,2479,"[53, 9648, 878]",51876,en,19.453,2011-03-08,7.1,6295,tt4597838,Limitless,2015.0,3.0,Biography,Documentary,,91,"Mar 18, 2011",27000000,79249455,155564919,3
Limitless,2479,"[53, 9648, 878]",51876,en,19.453,2011-03-08,7.1,6295,tt6084030,Limitless,2017.0,57.0,Documentary,,,91,"Mar 18, 2011",27000000,79249455,155564919,3
Lincoln,5258,"[36, 18]",72976,en,12.693,2012-11-16,6.8,2261,tt0443272,Lincoln,2012.0,150.0,Biography,Drama,History,73,"Nov 9, 2012",65000000,182207973,273346281,11
Lincoln,5258,"[36, 18]",72976,en,12.693,2012-11-16,6.8,2261,tt3784440,Lincoln,2014.0,17.0,Biography,Documentary,History,73,"Nov 9, 2012",65000000,182207973,273346281,11
Lion,17429,[18],334543,en,17.215999999999998,2016-11-25,8.1,3833,tt2989872,Lion,2015.0,70.0,Comedy,Drama,Romance,60,"Nov 25, 2016",12000000,51739495,149570720,11
Lion,17429,[18],334543,en,17.215999999999998,2016-11-25,8.1,3833,tt3741834,Lion,2016.0,118.0,Biography,Drama,,60,"Nov 25, 2016",12000000,51739495,149570720,11
Lion,17429,[18],334543,en,17.215999999999998,2016-11-25,8.1,3833,tt4685968,Lion,2015.0,143.0,Action,Drama,Romance,60,"Nov 25, 2016",12000000,51739495,149570720,11
Little Boy,14698,"[35, 18, 10752]",256962,en,5.805,2015-04-23,7.0,292,tt1810683,Little Boy,2015.0,106.0,Drama,History,War,65,"Apr 24, 2015",20000000,6485961,17769299,4
Little Fockers,80,"[35, 10749]",39451,en,12.152999999999999,2010-12-21,5.6,1883,tt0970866,Little Fockers,2010.0,98.0,Comedy,Romance,,70,"Dec 22, 2010",100000000,148438600,310650574,12
Little Women,25087,[18],483347,en,2.9189999999999996,2018-09-28,6.8,11,tt3281548,Little Women,2019.0,86.18724706088021,Drama,Romance,,19,"Dec 21, 1994",15000000,50003303,50003303,9
Little Women,25087,[18],483347,en,2.9189999999999996,2018-09-28,6.8,11,tt6495094,Little Women,2018.0,112.0,Drama,Family,,19,"Dec 21, 1994",15000000,50003303,50003303,9
Live by Night,17532,"[80, 18, 53]",259695,en,11.322000000000001,2016-12-25,6.2,759,tt2361317,Live by Night,2016.0,129.0,Action,Crime,Drama,17,"Dec 25, 2016",65000000,10378555,21774432,12
Locke,11219,"[18, 53]",210479,en,9.128,2014-04-25,6.9,1370,tt2692904,Locke,2013.0,85.0,Drama,,,37,"Apr 25, 2014",2000000,1370646,2088390,4
Locker 13,12982,"[27, 18, 53]",250184,en,0.732,2014-03-29,6.4,4,tt1241226,Locker 13,2014.0,90.0,Thriller,,,57,"Mar 28, 2014",300000,3496,3496,3
Lockout,5282,"[28, 53, 878]",81796,en,11.273,2012-04-13,5.9,1004,tt1592525,Lockout,2012.0,95.0,Action,Sci-Fi,Thriller,22,"Apr 13, 2012",20000000,14326865,33943049,4
Logan,1380,"[35, 18, 10751]",44010,en,0.9640000000000001,2010-09-10,6.1,4,tt1483010,Logan,2010.0,94.0,Comedy,Drama,Family,59,"Mar 3, 2017",127000000,226277068,615461394,9
Logan,1380,"[35, 18, 10751]",44010,en,0.9640000000000001,2010-09-10,6.1,4,tt3315342,Logan,2017.0,137.0,Action,Drama,Sci-Fi,59,"Mar 3, 2017",127000000,226277068,615461394,9
Logan Lucky,20697,"[28, 35, 80, 18]",399170,en,15.743,2017-08-18,6.7,1627,tt5439796,Logan Lucky,2017.0,118.0,Comedy,Crime,Drama,21,"Aug 18, 2017",29000000,27778642,44264271,8
London Fields,24279,"[80, 9648, 53, 18]",220882,en,8.557,2018-10-26,5.3,59,tt1273221,London Fields,2018.0,118.0,Crime,Mystery,Thriller,24,"Oct 26, 2018",8000000,252676,433732,10
London Has Fallen,17455,"[28, 53]",267860,en,15.287,2016-03-04,5.9,2591,tt3300542,London Has Fallen,2016.0,99.0,Action,Thriller,,80,"Mar 4, 2016",60000000,62524260,195194085,3
Lone Survivor,7923,"[28, 18, 10752]",193756,en,15.404000000000002,2013-12-24,7.4,2289,tt1091191,Lone Survivor,2013.0,121.0,Action,Biography,Drama,84,"Dec 25, 2013",40000000,125095601,149804632,12
Long Shot,21338,[99],477331,en,5.034,2017-09-03,7.2,39,tt2139881,Long Shot,2019.0,125.0,Comedy,Romance,,75,"May 3, 2019",40000000,30202860,43711031,9
Long Shot,21338,[99],477331,en,5.034,2017-09-03,7.2,39,tt2702692,Long Shot,2015.0,33.0,Biography,Documentary,,75,"May 3, 2019",40000000,30202860,43711031,9
Looper,5207,"[28, 53, 878]",59967,en,16.779,2012-09-28,6.8,6723,tt1276104,Looper,2012.0,113.0,Action,Crime,Drama,69,"Sep 28, 2012",30000000,66486205,170466405,9
